S. No,participant_id,distribution_type,distribution_name,engagement_id,engagement_started_EDT,engagement_completed_EDT,engagement_participation_status,BrokerPanelId,Overquota_redirect_ARF_return_token,Q1_Location_in_BC,DQ_redirect_not_in_BC_return_token,Q1_Experience_with_AI,Q2_Experience_with_AI_animal,Q2_Experience_with_AI_animal_other_OE,Q2_Experience_with_AI_animal_other_OE_sentiment,Q2_Experience_with_AI_animal_other_OE_sentiment_percentage,Q3_AI_affecting_society_feeling,Q4A_Sector_AI_making_a_positive_impact_1,Q4A_Sector_AI_making_a_positive_impact_2,Q4A_Sector_AI_making_a_positive_impact_3,Q4A_Sector_AI_making_a_positive_impact_4,Q4A_Sector_AI_making_a_positive_impact_5,Q4A_Sector_AI_making_a_positive_impact_6,Q4A_Sector_AI_making_a_positive_impact_7,Q4A_Sector_AI_making_a_positive_impact_other_OE,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment,Q4A_Sector_AI_making_a_positive_impact_other_OE_sentiment_percentage,Q4B_Sector_AI_making_a_negative_impact_1,Q4B_Sector_AI_making_a_negative_impact_2,Q4B_Sector_AI_making_a_negative_impact_3,Q4B_Sector_AI_making_a_negative_impact_4,Q4B_Sector_AI_making_a_negative_impact_5,Q4B_Sector_AI_making_a_negative_impact_6,Q4B_Sector_AI_making_a_negative_impact_7,Q4B_Sector_AI_making_a_negative_impact_other_OE,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment,Q4B_Sector_AI_making_a_negative_impact_other_OE_sentiment_percentage,Q5_Art_vibe_AI,Q5_Art_vibe_AI_other_OE,Q5_Art_vibe_AI_other_OE_sentiment,Q5_Art_vibe_AI_other_OE_sentiment_percentage,Q6_AI_role_in_creative_fields_in_BC,Q7_AI_and_environment,Q8_AI_helping_BC_community,Q8_AI_helping_BC_community_video_OE_transcription,Q8_AI_helping_BC_community_video_OE_sentiment,Q8_AI_helping_BC_community_video_OE_sentiment_percentage,Q8_AI_helping_BC_community_text_OE,Q8_AI_helping_BC_community_text_OE_sentiment,Q8_AI_helping_BC_community_text_OE_sentiment_percentage,Q9_Jobs_in_BC_AI_Influence,Q10_AI_superpower_to_help_community,Q10_AI_superpower_to_help_community_other_OE,Q10_AI_superpower_to_help_community_other_OE_sentiment,Q10_AI_superpower_to_help_community_other_OE_sentiment_percentage,Q11_Gainer_advances_in_AI_1,Q11_Gainer_advances_in_AI_2,Q11_Gainer_advances_in_AI_3,Q11_Gainer_advances_in_AI_4,Q11_Gainer_advances_in_AI_5,Q11_Gainer_advances_in_AI_6,Q11_Gainer_advances_in_AI_other_OE,Q11_Gainer_advances_in_AI_other_OE_sentiment,Q11_Gainer_advances_in_AI_other_OE_sentiment_percentage,Q12_Most_trustworthy_advances_in_AI_1,Q12_Most_trustworthy_advances_in_AI_2,Q12_Most_trustworthy_advances_in_AI_3,Q12_Most_trustworthy_advances_in_AI_4,Q12_Most_trustworthy_advances_in_AI_5,Q12_Most_trustworthy_advances_in_AI_6,Q12_Most_trustworthy_advances_in_AI_7,Q12_Most_trustworthy_advances_in_AI_other_OE,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment,Q12_Most_trustworthy_advances_in_AI_other_OE_sentiment_percentage,Q13_AI_impact_worries,Q13_AI_impact_worries_videos_OE_transcription,Q13_AI_impact_worries_videos_OE_sentiment,Q13_AI_impact_worries_videos_OE_sentiment_percentage,Q13_AI_impact_worries_text_OE,Q13_AI_impact_worries_text_OE_sentiment,Q13_AI_impact_worries_text_OE_sentiment_percentage,Q14_Govt_role_in_managing_AI,Q15_Matters_most_BC_AI_future_1,Q15_Matters_most_BC_AI_future_2,Q15_Matters_most_BC_AI_future_3,Q15_Matters_most_BC_AI_future_4,Q15_Matters_most_BC_AI_future_5,Q15_Matters_most_BC_AI_future_6,Q15_Matters_most_BC_AI_future_7,Q15_Matters_most_BC_AI_future_other_OE,Q15_Matters_most_BC_AI_future_other_OE_sentiment,Q15_Matters_most_BC_AI_future_other_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI,Q16_Indigenous_communities_involvement_AI_video_OE_transcription,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment,Q16_Indigenous_communities_involvement_AI_video_OE_sentiment_percentage,Q16_Indigenous_communities_involvement_AI_text_OE,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment,Q16_Indigenous_communities_involvement_AI_text_OE_sentiment_percentage,Q17_Advice_BC_Leaders,Q17_Advice_BC_Leaders_video_OE_transcription,Q17_Advice_BC_Leaders_video_OE_sentiment,Q17_Advice_BC_Leaders_video_OE_sentiment_percentage,Q17_Advice_BC_Leaders_text_OE,Q17_Advice_BC_Leaders_text_OE_sentiment,Q17_Advice_BC_Leaders_text_OE_sentiment_percentage,Completion_redirect_ARF_return_token,Age,AgeRollup_Broad,Gender,Year of Birth,Education,HH_Income_Fine_23,FirstNation_23,,Ethnicity_Roll_23,Vizmin_23,HH_Comp_23,KidsinHH_23,,,HH_Under18_23,Urban/ Rural
583,3f994c68-e871-478a-a652-fa4c40d6403f,Link,ARF,ec7315fa-afd4-4e50-ac51-c8973ef42a59,2025-06-27 23:35,2025-06-27 23:43,Completed,arfid94AD4BB1-9891-4B87-827C-E2C36ABA30C9,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Owl – Wise and curious,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,Environment and climate,"Arts, culture, and media",,,,,,,,,,,Jobs and the economy,Government and public services,,,,,,Pop hit – catchy and accessible,,,,Little impact – Creativity will stay mostly human.,"Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,Help solve world hunger and find a cure for cancer ,POSITIVE,0.872182906,It’ll mostly change jobs—not create or destroy them outright.,Supporting elders and caregivers,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,Our over reliance on AI technology make us dumber ,NEGATIVE,0.979669392,Balanced approach – Encourage innovation and set smart rules.,,Privacy and data protection,Economic growth and innovation,,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,Not sure ,NEUTRAL,0.592210114,I'll type my answer 📲,,,,Test run the program before use,NEUTRAL,0.954484463,,46,35-54,Male,1979,"University graduate degree, such as a master's or PhD","$75,000 to less than $100,000",No ,,South Asian,Visible minority,Four people [you and three others],Do not have children ,,,"No, no one under 18 here ",Urban
584,099ee0ac-dab6-4afa-ae97-3f79f22fa241,Link,ARF,93f5dcc5-2c35-4262-9161-4954e3635841,2025-07-02 14:12,2025-07-02 14:27,Completed,arfid94B11175-0DAE-4B17-BA98-924586E60CB1,,Kelowna,,No experience – I haven’t really used AI and don’t know much about it.,Other,Snake,NEUTRAL,0.998329222,Mostly concerned – I’m more worried about the downsides.,,,,,,,Not sure,,,,Healthcare and medicine,,,Jobs and the economy,Government and public services,,,,,,Sci-fi epic – bold and futuristic,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,"Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,Get rid of politicians ,NEGATIVE,0.683520257,It’ll eliminate more jobs than it creates.,Making public services smarter,,,,,,,,,Not sure,,,,,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,Take jobs away and make us more stupid (school),NEGATIVE,0.989388406,Not sure,,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,They should be spearheading their contributions to their communities ,POSITIVE,0.945520103,I'll type my answer 📲,,,,Get rid of desk jockeys and hear from people on the ground about how this will affect things,NEUTRAL,0.514064968,,52,35-54,Female,1973,Some college/trade school,"$150,000 to less than $200,000",No ,,White,Not a visible minority,Four people [you and three others],18 years of age or more ,,,"No, no one under 18 here ",Urban
585,70546059-d71a-4b8e-aec2-2a94a64eefeb,Link,ARF,a9aea030-8325-4c4c-a8a0-df4f5be542fb,2025-06-30 14:48,2025-06-30 16:19,Completed,arfid94D9CF62-866E-4885-8E90-679707AD62A1,,Kelowna,,Regular user – I use AI often for work or personal stuff.,I have no idea!,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,,,,,,,,,,Jobs and the economy,,,,,,,Not sure,,,,Mostly harm creativity – AI might replace or devalue artists’ work.,Not sure,I'll type my answer 📲,,,,Helpful to keep people informed.,POSITIVE,0.987836182,It’ll eliminate more jobs than it creates.,Not sure,,,,Large corporations,Small businesses and startups,The general public,,,,,,,,,,,,,None of the above,,,,I'll type my answer 📲,,,,Death of industry and mass unemployment ,NEGATIVE,0.911016703,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,Privacy and data protection,,,,,,,,,I'll type my answer 📲,,,,Same as anyone else,NEUTRAL,0.729342282,I'll type my answer 📲,,,,Act like your career is on the line,POSITIVE,0.662121296,,35,35-54,Male,1990,Some college/trade school,"$120,000 to less than $150,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
586,e08e0b9b-7855-4ac2-8ac0-b678aa6d7160,Link,ARF,5c5aee82-4fb5-424d-9971-1f5d2d7c569d,2025-06-30 13:20,2025-06-30 13:24,Completed,arfid94F54C7B-2A93-48C1-859D-A41CD062DD98,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Other,Snake - untrustworthy,NEGATIVE,0.912200153,Mostly concerned – I’m more worried about the downsides.,,,,,,,Not sure,,,,Healthcare and medicine,Environment and climate,"Arts, culture, and media",,,,,,,,Other,Cold and artificial,NEGATIVE,0.66033721,Mostly harm creativity – AI might replace or devalue artists’ work.,"Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,"I don't have any hopes for AI. I rather hope it won't be used,  as I feel the negatives outweigh the positives.",NEGATIVE,0.47470054,It’ll mostly change jobs—not create or destroy them outright.,I’d take AI’s powers away!,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,"It has a massive environmental impact, and destroys creativity.",MIXED,0.583262384,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,"They should be directly involved, though i dont know enough about how that would work to say",NEUTRAL,0.501481295,I'll type my answer 📲,,,,Be cautious. Start regulating the usage now.,NEUTRAL,0.455197543,,34,18-34,Female,1991,"University undergraduate degree, such as a bachelor's degree","$75,000 to less than $100,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
587,6bc14a66-fc27-4f94-a533-b80d134dc547,Link,ARF,34a775f3-c051-411e-9a72-3af3809c0143,2025-06-30 18:17,2025-06-30 18:21,Completed,arfid952B46D4-20C3-46CF-ACE8-F5AC7B1F350D,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,I have no idea!,,,,Not sure – I haven’t formed a strong opinion yet.,,,,,,,Not sure,,,,,,,,,,Not sure,,,,Not sure,,,,Not sure,Not sure,I'll type my answer 📲,,,,I don’t know enough about it to have an opinion,NEUTRAL,0.501748919,It’ll eliminate more jobs than it creates.,Not sure,,,,,Small businesses and startups,,,,,,,,,,,,,,None of the above,,,,I'll type my answer 📲,,,,That it will make my kids stupid,NEGATIVE,0.99511683,Not sure,,,,,,,Not sure,,,,I'll type my answer 📲,,,,I don’t care about indigenous communities and don’t have an opinion,NEGATIVE,0.972417831,I'll type my answer 📲,,,,They wouldn’t listen to a regular person like me ,NEGATIVE,0.854760885,,47,35-54,Male,1978,Some university,"$200,000 to less than $250,000",No ,,White,Not a visible minority,Four people [you and three others],10-12 years of age,13-17 years of age,,Yes,Urban
588,8f2d3c7a-ea26-493f-963d-9eedcb1cfe67,Link,ARF,441d7ffb-5958-4214-bc09-e3206b2b797c,2025-06-30 14:53,2025-06-30 15:01,Completed,arfid954FF8D3-BE22-486E-9736-989FB2DA979D,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,I have no idea!,,,,Mixed/neutral – I see both the good and the bad.,,,,,,,Not sure,,,,,,,,,,Not sure,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.",Not much impact – It won’t make a big difference.,I'll type my answer 📲,,,,Not sure,NEUTRAL,0.592210114,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,,,,,,Not sure,,,,,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,Not sure,NEUTRAL,0.592210114,Balanced approach – Encourage innovation and set smart rules.,,,,,,,Not sure,,,,I'll type my answer 📲,,,,Why do indigenous communities get special treatment?,NEUTRAL,0.912914217,I'll type my answer 📲,,,,"Not sure. I really don’t know very much about AI, its risks and benefits.",NEUTRAL,0.972681224,,73,55 Plus,Male,1952,Graduated from college/trade school,"$120,000 to less than $150,000",No ,,White,Not a visible minority,Two people [you and one other],18 years of age or more ,,,"No, no one under 18 here ",Urban
589,30a95389-eae4-4d8a-b9d8-cb2699afddad,Link,ARF,c7df3ff4-4ce8-4be8-93f5-0c58e50b52f6,2025-07-01 13:06,2025-07-02 12:31,Completed,arfid95725940-6943-4A77-A739-6E0629CECB73,,Vancouver / Lower Mainland,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Chameleon – Always adapting,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,Environment and climate,,,,,,,,,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Not sure,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,"I see it being a huge help in the entire area of health, from access, to diagnostic tools, to assistance with better health.  
There could be uses for other publicly owned entities - traffic control, police dispatch, efficient use of resources.",POSITIVE,0.981995702,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,,,The general public,,,,,,,,,,,,Not sure,,,,,I'll type my answer 📲,,,,"Perhaps there won't be a built in ability to respond and get appropriate responses if AI has made an error or incorrect decisions.  Is there a ""sober second thought"" built in to decisions that might be left to AI?",NEGATIVE,0.525470734,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,I really don't have a clue!!,NEGATIVE,0.861162782,I'll type my answer 📲,,,,Get advice from ethicists.,NEGATIVE,0.498693556,,79,55 Plus,Female,1946,Some university,"$75,000 to less than $100,000",No ,,White,Not a visible minority,Two people [you and one other],18 years of age or more ,,,"No, no one under 18 here ",Urban
590,ee9785a8-a2e7-48bd-9fac-2b5b72751c1f,Link,ARF,b2a2c0db-d0a3-47b4-b08b-9ed5771c5703,2025-06-30 23:03,2025-06-30 23:26,Completed,arfid95C14C04-5979-45D7-8151-8FC608ABD30A,,Victoria,,Occasional user – I’ve tried a few tools like ChatGPT or an AI art app.,Chameleon – Always adapting,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,,,,Government and public services,,,,,,,Environment and climate,"Arts, culture, and media",,,,,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,"I hope that AI can reduce administrative costs for for-profit and governmental organizations, and that those cost savings get passed on to customers and taxpayers.",POSITIVE,0.930862784,It’ll mostly change jobs—not create or destroy them outright.,Making public services smarter,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,I worry that it'll reduce the quality of services and depersonalize and dehumanize how we interact with organizations.,NEGATIVE,0.921822548,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,"Indigenous communities shouldn't be left behind as AI is developed, but neither should any other group.",MIXED,0.467103541,I'll type my answer 📲,,,,"Strongly regulate AI, even as tech companies lobby for loose regulations.",POSITIVE,0.627154529,,46,35-54,Male,1979,Some university,"$120,000 to less than $150,000",No ,,White,Not a visible minority,Three people [you and two others],10-12 years of age,,,Yes,Urban
591,d85fb52f-b9c6-4ea4-9cb6-f4176c6acc4e,Link,ARF,5cba5b0f-6090-4077-9880-633d5bcea1a0,2025-06-26 18:12,2025-06-26 18:18,Completed,arfid95D8965A-EAF0-4EC3-9DA5-3246D890CBAC,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Octopus – Multi-tasking and complex,,,,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,Environment and climate,,,Government and public services,,,,,,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Sci-fi epic – bold and futuristic,,,,"Mixed effects – Some help, some harm.","Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,I really don’t know,NEUTRAL,0.978361011,It’ll eliminate more jobs than it creates.,Fighting climate change,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,Community and Indigenous leaders,,,,,,,I'll type my answer 📲,,,,Taking jobs away ,NEGATIVE,0.836398184,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,Privacy and data protection,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,We should have equal input,NEUTRAL,0.592066109,I'll type my answer 📲,,,,Be careful of completely removing human interaction ,NEGATIVE,0.760343194,,67,55 Plus,Female,1958,Graduated from college/trade school,"$10,000 to less than $25,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
592,c8aa762f-4c22-46c5-9eec-6a09d494a368,Link,ARF,57ac5f07-98e2-4d8d-926e-98a2686d898b,2025-06-28 6:58,2025-06-28 7:09,Completed,arfid96AC589F-2DB7-4000-82E7-3C1839039ADA,,Vancouver / Lower Mainland,,Regular user – I use AI often for work or personal stuff.,Owl – Wise and curious,,,,Mostly concerned – I’m more worried about the downsides.,Healthcare and medicine,,,,,,,,,,,Environment and climate,"Arts, culture, and media",,,,,,,,Not sure,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,"I do think AI can be nice to talk to sometimes as a free form of counselling without ""burdening"" anyone. I hope it can help with mental health. (However it is very possible that it could worsen it)",POSITIVE,0.658218205,It’ll mostly change jobs—not create or destroy them outright.,Fighting climate change,,,,,Small businesses and startups,The general public,,,,,,,,,,,,Not sure,,,,,I'll type my answer 📲,,,,"I worry that my use of it is making me ""dumber"" and less resilient, and the same goes for the rest of society. ",NEGATIVE,0.806901932,Balanced approach – Encourage innovation and set smart rules.,Ethical and unbiased AI,,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,"I'm not very educated on this topic. As of now, I don't see how Indigenous communities relate to AI, so I think they should be involved at a level equal to that of the general public.",NEGATIVE,0.469010949,I'll type my answer 📲,,,,"Ensure safety — this benefits everyone. Privacy is important, and it should be certain that deepfake pornography and fake evidence of crime should not be made.",NEUTRAL,0.523679972,,19,18-34,Female,2006,Some university,"$40,000 to less than $50,000",No ,,Multiple visible minorities,Visible minority,Four people [you and three others],Do not have children ,,,"No, no one under 18 here ",Urban
593,4774f0bd-29a7-425b-8179-9d36dd3f069a,Link,ARF,df9aa8f5-8926-4bdd-a773-d9ed074d699c,2025-06-30 15:53,2025-06-30 16:10,Completed,arfid96E3BBA0-B821-4186-9ED3-F2FD5CADE535,,Vancouver / Lower Mainland,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Other,Raccoon - raiding my stash ,NEUTRAL,0.692872107,Mostly concerned – I’m more worried about the downsides.,,,,,,Other,,It is still early and unclear what value that AI will have in STEM applications. The rest is garbage. ,NEGATIVE,0.769936979,,,"Arts, culture, and media",Jobs and the economy,Government and public services,,,,,,Other,Rip-off,NEGATIVE,0.990712106,Mostly harm creativity – AI might replace or devalue artists’ work.,"Helpful, if used responsibly – It depends on good management.",I'll type my answer 📲,,,,That the power of AI is developed to benefit sustainability of the environment and society versus dumbing down education and ripping off entertainment and the arts. ,POSITIVE,0.82118386,It’ll eliminate more jobs than it creates.,Solving tough local problems,,,,Large corporations,,,,,,,,,Government and public institutions,,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,Loss of traditional low and middle wage-earners jobs and opportunities. ,NEGATIVE,0.849712372,Balanced approach – Encourage innovation and set smart rules.,,,,Social and environmental good,,,,,,,I'll type my answer 📲,,,,Ask Indigenous communities this question. ,NEUTRAL,0.93250823,I'll type my answer 📲,,,,Don’t listen to tech bros too much,NEGATIVE,0.664882123,,71,55 Plus,Male,1954,"University undergraduate degree, such as a bachelor's degree","$100,000 to less than $110,000",No ,,White,Not a visible minority,Two people [you and one other],18 years of age or more ,,,"No, no one under 18 here ",Urban
594,8a2fc1c9-4836-45fb-b66e-27e8b2920c9b,Link,ARF,a7f49290-50db-417f-aedd-24d112d4ba38,2025-06-27 17:35,2025-06-27 17:45,Completed,arfid97365D64-BE3A-4700-97BB-539F7696A0C2,,Victoria,,Aware but not a user – I’ve heard about AI but haven’t used it myself.,Other,A parasite,NEGATIVE,0.550938129,Mixed/neutral – I see both the good and the bad.,Healthcare and medicine,Environment and climate,,,,,,,,,,,"Arts, culture, and media",Jobs and the economy,,,,,,,Abstract installation – weird but interesting,,,,"Mixed effects – Some help, some harm.","Could be harmful – AI might worsen things (e.g., energy use).",I'll type my answer 📲,,,,"I hope AI gets used to speed up analysis and response in medicine, disaster, and science.",NEUTRAL,0.569076836,It’ll eliminate more jobs than it creates.,Fighting climate change,,,,Large corporations,,,,,,,,,Government and public institutions,Tech industry leaders,Academic and research institutions,,,,,,,,I'll type my answer 📲,,,,I’m very concerned about the potential to create and spread disinformation.,NEGATIVE,0.957960248,"Strong regulation – Focus on safety and ethics, even if it slows innovation.",Ethical and unbiased AI,,,Social and environmental good,Inclusivity and accessibility,,,,,,I'll type my answer 📲,,,,"Listen to their warnings about environmental damage: more electricity use, more e-waste.",NEGATIVE,0.746551514,I'll type my answer 📲,,,,I’m not hopeful that AI can work for everyone.,NEGATIVE,0.924617708,,60,55 Plus,Female,1965,"University undergraduate degree, such as a bachelor's degree","$75,000 to less than $100,000",No ,,White,Not a visible minority,Two people [you and one other],Do not have children ,,,"No, no one under 18 here ",Urban
